order_id,order_date,customer_id,product_name,category,quantity,unit_price,discount_pct,total_amount,region,channel,order_status
ORD-003176,2024-04-13,CUST-01667,Phone Case,Electronics,1,15.71,0,15.71,West,Mobile App,Completed
ORD-002369,2024-04-13,CUST-00532,Wireless Earbuds,Electronics,1,63.04,20,50.43,West,Website,Completed
ORD-000400,2024-04-13,CUST-00070,Running Shoes,Clothing,1,92.8,0,92.8,West,Website,Completed
ORD-000535,2024-04-13,CUST-00703,USB-C Cable,Electronics,1,15.13,0,15.13,West,Email,Completed
ORD-001326,2024-04-13,CUST-00552,Kitchen Scale,Home & Kitchen,1,35.5,25,26.62,West,Mobile App,Refunded
ORD-001039,2024-04-14,CUST-00399,Scented Candle,Home & Kitchen,1,22.13,0,22.13,West,Mobile App,Completed
ORD-003265,2024-04-14,CUST-00513,Coffee Mug Set,Home & Kitchen,1,18.64,0,18.64,Midwest,Social Media,Cancelled
ORD-000045,2024-04-14,CUST-01716,Lip Balm Set,Beauty,2,11.08,0,22.16,Midwest,Website,Completed
ORD-003480,2024-04-14,CUST-01390,Running Shoes,Clothing,2,62.31,10,112.16,South,Mobile App,Completed
ORD-002417,2024-04-14,CUST-01197,USB-C Cable,Electronics,1,12.02,25,9.02,South,Website,Completed
ORD-000427,2024-04-14,CUST-00053,Kitchen Scale,Home & Kitchen,1,23.89,0,23.89,East,Email,Completed
ORD-002273,2024-04-14,CUST-01396,Sunscreen SPF 50,Beauty,1,18.13,0,18.13,East,Social Media,Refunded
ORD-000489,2024-04-14,CUST-00848,Phone Case,Electronics,1,27.32,25,20.49,West,Website,Completed
ORD-002618,2024-04-14,CUST-01175,Plant Pot,Home & Kitchen,1,23.91,0,23.91,East,Website,Completed
ORD-002137,2024-04-14,CUST-01154,Scented Candle,Home & Kitchen,2,15.41,0,30.82,West,Website,Cancelled
ORD-000129,2024-04-14,CUST-01332,Denim Jeans,Clothing,1,69.82,0,69.82,West,Website,Completed
ORD-001488,2024-04-14,CUST-01249,Baseball Cap,Clothing,1,21.4,0,21.4,South,Website,Completed
ORD-001388,2024-04-14,CUST-00500,Throw Blanket,Home & Kitchen,1,44.95,0,44.95,South,Social Media,Completed
ORD-002188,2024-04-14,CUST-01719,Scented Candle,Home & Kitchen,1,13.39,0,13.39,East,Mobile App,Completed
ORD-003218,2024-04-14,CUST-01913,Wireless Earbuds,Electronics,1,75.71,0,75.71,South,Website,Completed
ORD-000519,2024-04-14,CUST-00954,Winter Jacket,Clothing,1,121.28,0,121.28,East,Mobile App,Completed
ORD-002220,2024-04-14,CUST-00454,Sunscreen SPF 50,Beauty,3,18.17,0,54.51,East,Website,Completed
ORD-001848,2024-04-14,CUST-00848,Coffee Mug Set,Home & Kitchen,1,19.79,0,19.79,West,Email,Completed
ORD-002280,2024-04-15,CUST-01465,Running Shoes,Clothing,2,94.54,0,189.08,West,Mobile App,Completed
ORD-003413,2024-04-15,CUST-01672,Plant Pot,Home & Kitchen,1,15.25,0,15.25,East,Website,Completed
ORD-003109,2024-04-15,CUST-01997,Running Shoes,Clothing,1,66.14,0,66.14,East,Website,Completed
ORD-003077,2024-04-15,CUST-01815,Scented Candle,Home & Kitchen,2,12.06,0,24.12,Midwest,Website,Completed
ORD-002492,2024-04-15,CUST-00108,Winter Jacket,Clothing,1,104.8,0,104.8,East,Social Media,Completed
ORD-003101,2024-04-15,CUST-00051,Cotton T-Shirt,Clothing,1,20.77,0,20.77,West,Mobile App,Cancelled
ORD-002415,2024-04-15,CUST-01955,Lip Balm Set,Beauty,1,10.05,0,10.05,Midwest,Email,Completed
ORD-003083,2024-04-15,CUST-01425,Wireless Earbuds,Electronics,1,87.89,10,79.1,West,Mobile App,Completed
ORD-002263,2024-04-15,CUST-01913,Phone Case,Electronics,1,25.75,5,24.46,West,Website,Completed
ORD-003500,2024-04-15,CUST-01465,Denim Jeans,Clothing,3,45.14,0,135.42,East,Social Media,Completed
ORD-001830,2024-04-15,CUST-01772,Face Moisturizer,Beauty,1,35.1,25,26.32,East,Mobile App,Completed
ORD-000846,2024-04-15,CUST-00138,Wireless Earbuds,Electronics,3,60.16,20,144.38,East,Mobile App,Completed
ORD-000984,2024-04-15,CUST-01565,Sunscreen SPF 50,Beauty,1,24.84,0,24.84,West,Mobile App,Completed
ORD-000553,2024-04-15,CUST-00642,Plant Pot,Home & Kitchen,2,22.47,0,44.94,West,Website,Completed
ORD-000447,2024-04-15,CUST-00808,Denim Jeans,Clothing,1,68.53,25,51.4,East,Mobile App,Completed
ORD-001905,2024-04-15,CUST-00281,Plant Pot,Home & Kitchen,1,23.83,0,23.83,West,Website,Cancelled
ORD-000592,2024-04-15,CUST-00719,Throw Blanket,Home & Kitchen,1,45.03,0,45.03,West,Mobile App,Refunded
ORD-000938,2024-04-15,CUST-01172,Sheet Mask Pack,Beauty,2,13.22,25,19.83,South,Email,Cancelled
ORD-001346,2024-04-15,CUST-00532,Running Shoes,Clothing,1,64.76,10,58.28,East,Mobile App,Cancelled
ORD-001255,2024-04-15,CUST-01224,Bluetooth Speaker,Electronics,1,45.74,0,45.74,East,Social Media,Completed
ORD-000866,2024-04-15,CUST-01243,Bluetooth Speaker,Electronics,2,51.85,0,103.7,South,Website,Completed
ORD-000071,2024-04-15,CUST-01224,Denim Jeans,Clothing,3,50.39,0,151.17,East,Website,Completed
ORD-000736,2024-04-16,CUST-00532,Baseball Cap,Clothing,1,21.6,0,21.6,West,Email,Completed
ORD-003429,2024-04-16,CUST-02088,Kitchen Scale,Home & Kitchen,1,22.56,0,22.56,East,Mobile App,Cancelled
ORD-000791,2024-04-16,CUST-01757,Plant Pot,Home & Kitchen,3,18.79,10,50.73,East,Mobile App,Completed
ORD-003008,2024-04-16,CUST-01491,Face Moisturizer,Beauty,1,23.18,0,23.18,Midwest,Email,Completed
ORD-002530,2024-04-16,CUST-02079,Baseball Cap,Clothing,1,19.18,0,19.18,East,Website,Cancelled
ORD-001286,2024-04-16,CUST-01348,Phone Case,Electronics,1,20.28,0,20.28,South,Social Media,Completed
ORD-002705,2024-04-16,CUST-01013,Cotton T-Shirt,Clothing,2,21.82,0,43.64,South,Social Media,Completed
ORD-000231,2024-04-16,CUST-00703,Scented Candle,Home & Kitchen,1,11.81,0,11.81,Midwest,Website,Completed
ORD-000980,2024-04-16,CUST-01329,Scented Candle,Home & Kitchen,1,16.77,0,16.77,South,Website,Cancelled
ORD-000441,2024-04-16,CUST-01722,USB-C Cable,Electronics,2,9.4,0,18.8,South,Mobile App,Completed
ORD-000101,2024-04-16,CUST-00001,Kitchen Scale,Home & Kitchen,1,23.7,0,23.7,South,Website,Completed
ORD-001707,2024-04-16,CUST-00766,Kitchen Scale,Home & Kitchen,2,39.73,0,79.46,West,Mobile App,Completed
ORD-002762,2024-04-16,CUST-00532,Phone Case,Electronics,2,19.03,0,38.06,West,Website,Completed
ORD-001277,2024-04-16,CUST-01489,Portable Charger,Electronics,1,27.85,0,27.85,South,Marketplace,Completed
ORD-002788,2024-04-16,CUST-00829,Kitchen Scale,Home & Kitchen,1,28.89,0,28.89,South,Mobile App,Completed
ORD-001471,2024-04-16,CUST-01787,Running Shoes,Clothing,1,96.45,0,96.45,West,Website,Completed
ORD-001278,2024-04-16,CUST-00446,Lip Balm Set,Beauty,1,12.78,0,12.78,East,Website,Completed
ORD-001129,2024-04-16,CUST-01013,Coffee Mug Set,Home & Kitchen,1,16.98,0,16.98,South,Website,Completed
ORD-001655,2024-04-16,CUST-02092,Denim Jeans,Clothing,2,47.65,0,95.3,East,Mobile App,Completed
ORD-001217,2024-04-17,CUST-00567,Phone Case,Electronics,1,29.54,0,29.54,West,Marketplace,Completed
ORD-000243,2024-04-17,CUST-00508,Kitchen Scale,Home & Kitchen,1,22.59,0,22.59,Midwest,Website,Cancelled
ORD-001208,2024-04-17,CUST-00563,Wireless Earbuds,Electronics,1,83.4,20,66.72,International,Mobile App,Completed
ORD-000492,2024-04-17,CUST-02092,Plant Pot,Home & Kitchen,1,11.15,0,11.15,Midwest,Marketplace,Cancelled
ORD-003468,2024-04-17,CUST-01852,Hair Oil,Beauty,1,26.46,0,26.46,West,Social Media,Refunded
ORD-000111,2024-04-17,CUST-01612,USB-C Cable,Electronics,1,14.7,0,14.7,East,Website,Cancelled
ORD-000581,2024-04-17,CUST-01817,Denim Jeans,Clothing,1,47.16,0,47.16,South,Website,Cancelled
ORD-002250,2024-04-17,CUST-01075,Winter Jacket,Clothing,1,110.7,0,110.7,West,Mobile App,Completed
ORD-002966,2024-04-17,CUST-01665,Sheet Mask Pack,Beauty,1,13.49,0,13.49,West,Website,Completed
ORD-001391,2024-04-17,CUST-01211,Sheet Mask Pack,Beauty,1,19.03,0,19.03,West,Website,Completed
ORD-001963,2024-04-17,CUST-01913,Sheet Mask Pack,Beauty,1,13.71,0,13.71,West,Email,Completed
ORD-002689,2024-04-17,CUST-01560,Winter Jacket,Clothing,1,118.47,0,118.47,West,Social Media,Completed
ORD-000765,2024-04-17,CUST-00532,Bluetooth Speaker,Electronics,3,66.57,0,199.71,West,Mobile App,Completed
ORD-001599,2024-04-17,CUST-01719,USB-C Cable,Electronics,1,10.46,0,10.46,East,Email,Completed
ORD-002367,2024-04-17,CUST-01317,Denim Jeans,Clothing,2,51.63,0,103.26,West,Marketplace,Completed
ORD-000352,2024-04-17,CUST-01728,Phone Case,Electronics,1,30.83,0,30.83,East,Mobile App,Completed
ORD-000657,2024-04-17,CUST-01372,Baseball Cap,Clothing,1,24.41,0,24.41,West,Website,Refunded
ORD-000121,2024-04-17,CUST-01617,Kitchen Scale,Home & Kitchen,3,24.81,0,74.43,West,Website,Cancelled
ORD-003314,2024-04-17,CUST-02021,Kitchen Scale,Home & Kitchen,1,38.64,0,38.64,International,Marketplace,Completed
ORD-000855,2024-04-17,CUST-00497,Coffee Mug Set,Home & Kitchen,1,26.31,20,21.05,International,Email,Refunded
ORD-002926,2024-04-18,CUST-01126,Face Moisturizer,Beauty,1,28.59,0,28.59,West,Social Media,Completed
ORD-002906,2024-04-18,CUST-00533,Coffee Mug Set,Home & Kitchen,1,14.62,0,14.62,South,Mobile App,Completed
ORD-000132,2024-04-18,CUST-00155,Baseball Cap,Clothing,1,16.11,0,16.11,South,Social Media,Completed
ORD-002388,2024-04-18,CUST-00337,Sunscreen SPF 50,Beauty,1,15.93,0,15.93,East,Mobile App,Completed
ORD-001927,2024-04-18,CUST-00983,Coffee Mug Set,Home & Kitchen,1,18.57,10,16.71,East,Mobile App,Refunded
ORD-000490,2024-04-18,CUST-01665,Sunscreen SPF 50,Beauty,1,14.02,0,14.02,Midwest,Social Media,Completed
ORD-002217,2024-04-18,CUST-01080,USB-C Cable,Electronics,1,11.21,0,11.21,West,Website,Completed
ORD-000411,2024-04-18,CUST-00532,USB-C Cable,Electronics,1,11.87,0,11.87,Midwest,Mobile App,Completed
ORD-003408,2024-04-18,CUST-01848,Throw Blanket,Home & Kitchen,1,48.82,0,48.82,West,Email,Refunded
ORD-001794,2024-04-18,CUST-01124,Wireless Earbuds,Electronics,1,69.81,25,52.36,East,Mobile App,Completed
ORD-003201,2024-04-18,CUST-00807,Bluetooth Speaker,Electronics,1,58.75,10,52.87,West,Website,Refunded
ORD-002092,2024-04-18,CUST-01234,Kitchen Scale,Home & Kitchen,1,31.04,10,27.94,Midwest,Email,Completed
ORD-002016,2024-04-18,CUST-00262,Plant Pot,Home & Kitchen,1,18.19,0,18.19,Midwest,Mobile App,Refunded
ORD-002843,2024-04-18,CUST-00472,Throw Blanket,Home & Kitchen,2,49.7,20,79.52,West,Website,Completed
ORD-001961,2024-04-18,CUST-01465,USB-C Cable,Electronics,3,9.45,10,25.51,Midwest,Mobile App,Completed
ORD-000093,2024-04-18,CUST-00848,Lip Balm Set,Beauty,2,10.2,0,20.4,West,Website,Refunded
ORD-001596,2024-04-18,CUST-02047,Running Shoes,Clothing,1,69.14,10,62.23,East,Website,Completed
ORD-003133,2024-04-18,CUST-00422,Plant Pot,Home & Kitchen,2,13.51,0,27.02,East,Mobile App,Completed
ORD-001501,2024-04-18,CUST-01385,Bluetooth Speaker,Electronics,2,43.41,10,78.14,West,Website,Completed
ORD-002722,2024-04-18,CUST-01172,Winter Jacket,Clothing,1,132.65,10,119.39,West,Mobile App,Cancelled
ORD-001676,2024-04-19,CUST-00743,Cotton T-Shirt,Clothing,1,21.25,10,19.13,West,Mobile App,Completed
ORD-000542,2024-04-19,CUST-01788,Coffee Mug Set,Home & Kitchen,1,31.19,0,31.19,International,Website,Cancelled
ORD-002478,2024-04-19,CUST-00678,Winter Jacket,Clothing,1,91.46,0,91.46,South,Website,Completed
ORD-002967,2024-04-19,CUST-00413,Plant Pot,Home & Kitchen,1,20.98,0,20.98,West,Website,Completed
ORD-003084,2024-04-19,CUST-01048,Face Moisturizer,Beauty,2,26.79,0,53.58,East,Marketplace,Completed
ORD-000395,2024-04-19,CUST-01451,Baseball Cap,Clothing,1,15.24,0,15.24,Midwest,Mobile App,Completed
ORD-003131,2024-04-19,CUST-00288,Kitchen Scale,Home & Kitchen,1,34.38,10,30.94,East,Mobile App,Cancelled
ORD-001171,2024-04-19,CUST-01866,Hair Oil,Beauty,1,14.47,0,14.47,Midwest,Website,Completed
ORD-003423,2024-04-19,CUST-01085,Portable Charger,Electronics,2,30.54,0,61.08,Midwest,Website,Completed
ORD-001570,2024-04-19,CUST-00952,Cotton T-Shirt,Clothing,1,31.97,0,31.97,West,Mobile App,Completed
ORD-001898,2024-04-19,CUST-01443,Plant Pot,Home & Kitchen,1,18.02,15,15.32,West,Social Media,Completed
ORD-000314,2024-04-20,CUST-00982,Denim Jeans,Clothing,2,64.8,0,129.6,West,Website,Completed
ORD-000937,2024-04-20,CUST-01517,Baseball Cap,Clothing,1,16.55,10,14.89,East,Website,Completed
ORD-002157,2024-04-20,CUST-00277,Sheet Mask Pack,Beauty,2,11.79,0,23.58,East,Mobile App,Refunded
ORD-001702,2024-04-20,CUST-01816,Portable Charger,Electronics,1,24.03,0,24.03,South,Social Media,Completed
ORD-001114,2024-04-20,CUST-00710,Winter Jacket,Clothing,1,97.52,0,97.52,Midwest,Email,Cancelled
ORD-000229,2024-04-20,CUST-01465,Cotton T-Shirt,Clothing,1,29.17,0,29.17,East,Social Media,Refunded
ORD-002755,2024-04-20,CUST-01010,Denim Jeans,Clothing,1,49.15,0,49.15,Midwest,Mobile App,Completed
ORD-000452,2024-04-20,CUST-00450,Coffee Mug Set,Home & Kitchen,1,14.45,10,13.01,Midwest,Mobile App,Completed
ORD-002585,2024-04-20,CUST-00249,Cotton T-Shirt,Clothing,2,20.96,25,31.44,West,Social Media,Completed
ORD-002078,2024-04-20,CUST-01660,Wireless Earbuds,Electronics,1,64.18,0,64.18,West,Website,Cancelled
ORD-002574,2024-04-20,CUST-01278,Face Moisturizer,Beauty,1,34.19,25,25.64,East,Mobile App,Cancelled
ORD-002083,2024-04-20,CUST-01660,Baseball Cap,Clothing,3,28.3,0,84.9,West,Mobile App,Completed
ORD-000473,2024-04-20,CUST-01436,Baseball Cap,Clothing,1,23.93,5,22.73,International,Website,Completed
ORD-001841,2024-04-21,CUST-00056,Running Shoes,Clothing,1,78.3,0,78.3,East,Website,Completed
ORD-000253,2024-04-21,CUST-01955,Face Moisturizer,Beauty,1,29.26,0,29.26,Midwest,Website,Refunded
ORD-000715,2024-04-21,CUST-01997,Lip Balm Set,Beauty,1,8.73,0,8.73,Midwest,Website,Completed
ORD-002550,2024-04-21,CUST-00848,Face Moisturizer,Beauty,1,42.98,0,42.98,International,Mobile App,Completed
ORD-001799,2024-04-21,CUST-01025,Sheet Mask Pack,Beauty,2,14.05,20,22.48,West,Website,Completed
ORD-001491,2024-04-21,CUST-01368,Wireless Earbuds,Electronics,2,66.31,0,132.62,South,Mobile App,Refunded
ORD-003422,2024-04-21,CUST-01976,Sheet Mask Pack,Beauty,3,22.15,0,66.45,International,Mobile App,Completed
ORD-000317,2024-04-21,CUST-01441,Face Moisturizer,Beauty,1,17.42,0,17.42,South,Website,Completed
ORD-002517,2024-04-21,CUST-01649,Throw Blanket,Home & Kitchen,1,31.12,0,31.12,Midwest,Website,Cancelled
ORD-001131,2024-04-21,CUST-00532,Phone Case,Electronics,1,16.59,0,16.59,West,Mobile App,Completed
ORD-000078,2024-04-21,CUST-00797,Sheet Mask Pack,Beauty,1,10.48,0,10.48,South,Mobile App,Completed
ORD-001996,2024-04-21,CUST-01601,Sheet Mask Pack,Beauty,1,11.94,0,11.94,East,Website,Refunded
ORD-003442,2024-04-21,CUST-01256,Plant Pot,Home & Kitchen,1,22.26,0,22.26,West,Email,Refunded
ORD-001610,2024-04-21,CUST-00832,Face Moisturizer,Beauty,2,20.08,0,40.16,East,Email,Completed
ORD-002981,2024-04-21,CUST-01867,Sunscreen SPF 50,Beauty,1,15.41,0,15.41,South,Mobile App,Completed
ORD-003411,2024-04-21,CUST-01997,Scented Candle,Home & Kitchen,2,17.87,0,35.74,West,Website,Refunded
ORD-000801,2024-04-21,CUST-00314,Cotton T-Shirt,Clothing,2,27.5,15,46.75,East,Email,Cancelled
ORD-001532,2024-04-21,CUST-01211,Cotton T-Shirt,Clothing,1,34.85,0,34.85,International,Website,Completed
ORD-002949,2024-04-21,CUST-01343,Lip Balm Set,Beauty,2,9.73,0,19.46,South,Social Media,Cancelled
ORD-003235,2024-04-21,CUST-01456,Portable Charger,Electronics,1,23.34,15,19.84,Midwest,Social Media,Refunded
ORD-000552,2024-04-22,CUST-01857,USB-C Cable,Electronics,1,16.65,0,16.65,International,Email,Completed
ORD-002710,2024-04-22,CUST-00364,Sheet Mask Pack,Beauty,2,14.38,0,28.76,South,Website,Completed
ORD-000524,2024-04-22,CUST-01917,Baseball Cap,Clothing,1,19.51,0,19.51,International,Mobile App,Cancelled
ORD-002229,2024-04-22,CUST-01509,Denim Jeans,Clothing,1,76.53,10,68.88,West,Social Media,Refunded
ORD-002961,2024-04-22,CUST-01450,Winter Jacket,Clothing,1,106.74,0,106.74,East,Mobile App,Cancelled
ORD-000271,2024-04-22,CUST-01955,Baseball Cap,Clothing,1,17.33,10,15.6,Midwest,Mobile App,Completed
ORD-000319,2024-04-22,CUST-00717,Face Moisturizer,Beauty,1,18.3,25,13.72,South,Website,Completed
ORD-003362,2024-04-22,CUST-00532,Cotton T-Shirt,Clothing,2,16.9,5,32.11,South,Mobile App,Completed
ORD-003455,2024-04-22,CUST-01465,Bluetooth Speaker,Electronics,2,46.55,0,93.1,East,Social Media,Refunded
ORD-000653,2024-04-22,CUST-01098,Kitchen Scale,Home & Kitchen,1,25.14,0,25.14,East,Social Media,Refunded
ORD-001421,2024-04-22,CUST-01955,Face Moisturizer,Beauty,1,18.35,10,16.51,Midwest,Mobile App,Completed
ORD-000739,2024-04-22,CUST-01076,Cotton T-Shirt,Clothing,1,19.93,0,19.93,International,Email,Completed
ORD-003489,2024-04-23,CUST-02097,Hair Oil,Beauty,1,20.64,0,20.64,West,Website,Completed
ORD-000043,2024-04-23,CUST-02083,Plant Pot,Home & Kitchen,2,13.72,0,27.44,East,Social Media,Refunded
ORD-000381,2024-04-23,CUST-00378,Throw Blanket,Home & Kitchen,2,42.69,20,68.3,South,Website,Completed
ORD-001489,2024-04-23,CUST-00689,Phone Case,Electronics,1,27.38,0,27.38,East,Mobile App,Refunded
ORD-000674,2024-04-23,CUST-00753,Throw Blanket,Home & Kitchen,2,33.61,0,67.22,South,Email,Cancelled
ORD-002708,2024-04-23,CUST-01582,Wireless Earbuds,Electronics,1,83.56,15,71.03,West,Email,Completed
ORD-001623,2024-04-23,CUST-01895,Sheet Mask Pack,Beauty,1,15.12,0,15.12,West,Mobile App,Completed
ORD-000158,2024-04-23,CUST-01728,Hair Oil,Beauty,1,15.93,0,15.93,East,Email,Cancelled
ORD-002601,2024-04-23,CUST-01809,Cotton T-Shirt,Clothing,1,21.48,10,19.33,West,Mobile App,Completed
ORD-002131,2024-04-23,CUST-01391,USB-C Cable,Electronics,1,14.52,0,14.52,West,Website,Completed
ORD-000472,2024-04-23,CUST-01171,USB-C Cable,Electronics,1,15.59,5,14.81,West,Mobile App,Completed
ORD-002400,2024-04-23,CUST-01871,Coffee Mug Set,Home & Kitchen,1,24.51,0,24.51,International,Social Media,Completed
ORD-002234,2024-04-23,CUST-01797,Sheet Mask Pack,Beauty,1,10.57,0,10.57,South,Marketplace,Completed
ORD-001301,2024-04-23,CUST-00990,Baseball Cap,Clothing,2,18.31,0,36.62,South,Website,Completed
ORD-001947,2024-04-23,CUST-01127,Denim Jeans,Clothing,2,64.77,0,129.54,South,Email,Completed
ORD-002110,2024-04-23,CUST-01913,Winter Jacket,Clothing,1,95.19,15,80.91,West,Social Media,Completed
ORD-000327,2024-04-23,CUST-00532,Wireless Earbuds,Electronics,3,78.03,0,234.09,East,Mobile App,Completed
ORD-000065,2024-04-23,CUST-00569,Bluetooth Speaker,Electronics,1,50.0,0,50.0,South,Mobile App,Completed
ORD-001057,2024-04-24,CUST-01465,Running Shoes,Clothing,1,98.47,10,88.62,International,Mobile App,Completed
ORD-002718,2024-04-24,CUST-01890,Sunscreen SPF 50,Beauty,2,20.34,25,30.51,West,Website,Completed
ORD-003450,2024-04-24,CUST-02092,Coffee Mug Set,Home & Kitchen,1,21.56,15,18.33,Midwest,Social Media,Completed
ORD-002777,2024-04-24,CUST-01108,Kitchen Scale,Home & Kitchen,2,26.9,0,53.8,South,Mobile App,Completed
ORD-001468,2024-04-24,CUST-01473,Winter Jacket,Clothing,2,93.18,10,167.72,West,Website,Completed
ORD-001269,2024-04-24,CUST-00445,Running Shoes,Clothing,1,56.48,25,42.36,Midwest,Mobile App,Completed
ORD-002276,2024-04-24,CUST-01804,USB-C Cable,Electronics,1,10.66,10,9.59,Midwest,Mobile App,Completed
ORD-000408,2024-04-24,CUST-01185,Wireless Earbuds,Electronics,2,66.77,0,133.54,East,Social Media,Completed
ORD-001523,2024-04-24,CUST-01053,Phone Case,Electronics,2,31.88,0,63.76,West,Website,Refunded
ORD-003431,2024-04-24,CUST-00368,Sheet Mask Pack,Beauty,1,15.08,0,15.08,East,Mobile App,Completed
ORD-001902,2024-04-24,CUST-00814,Sunscreen SPF 50,Beauty,1,24.74,15,21.03,West,Website,Cancelled
ORD-001573,2024-04-24,CUST-01055,Throw Blanket,Home & Kitchen,1,31.59,5,30.01,East,Mobile App,Refunded
ORD-003416,2024-04-24,CUST-01156,Cotton T-Shirt,Clothing,1,19.79,25,14.84,West,Social Media,Completed
ORD-001276,2024-04-24,CUST-01993,Plant Pot,Home & Kitchen,1,11.65,0,11.65,Midwest,Social Media,Completed
ORD-001177,2024-04-24,CUST-00949,Wireless Earbuds,Electronics,1,69.2,25,51.9,Midwest,Website,Completed
ORD-001503,2024-04-24,CUST-02059,Throw Blanket,Home & Kitchen,1,39.37,10,35.43,South,Website,Completed
ORD-000130,2024-04-24,CUST-01349,Face Moisturizer,Beauty,1,21.46,25,16.1,West,Email,Completed
ORD-002639,2024-04-24,CUST-00676,Cotton T-Shirt,Clothing,2,22.52,10,40.54,Midwest,Social Media,Completed
ORD-002959,2024-04-24,CUST-01465,Kitchen Scale,Home & Kitchen,1,28.75,0,28.75,West,Email,Completed
ORD-002744,2024-04-25,CUST-00470,Throw Blanket,Home & Kitchen,2,56.04,0,112.08,International,Website,Completed
ORD-003121,2024-04-25,CUST-00892,Lip Balm Set,Beauty,1,12.74,0,12.74,East,Social Media,Cancelled
ORD-000431,2024-04-25,CUST-00402,Running Shoes,Clothing,1,65.9,0,65.9,East,Mobile App,Completed
ORD-001232,2024-04-25,CUST-01662,Sunscreen SPF 50,Beauty,1,21.14,0,21.14,International,Mobile App,Completed
ORD-000351,2024-04-25,CUST-01408,Denim Jeans,Clothing,1,39.8,15,33.83,Midwest,Marketplace,Refunded
ORD-000599,2024-04-25,CUST-00117,USB-C Cable,Electronics,1,11.18,0,11.18,South,Website,Completed
ORD-002628,2024-04-25,CUST-00046,Cotton T-Shirt,Clothing,1,23.99,20,19.19,East,Mobile App,Completed
ORD-001206,2024-04-25,CUST-00532,Portable Charger,Electronics,1,35.72,25,26.79,International,Email,Completed
ORD-003470,2024-04-25,CUST-00532,Baseball Cap,Clothing,2,17.58,5,33.4,East,Website,Completed
ORD-001396,2024-04-25,CUST-00485,Kitchen Scale,Home & Kitchen,2,31.44,10,56.59,South,Social Media,Cancelled
ORD-001013,2024-04-25,CUST-01467,Kitchen Scale,Home & Kitchen,1,18.3,20,14.64,Midwest,Social Media,Completed
ORD-002853,2024-04-25,CUST-00045,Denim Jeans,Clothing,1,55.48,25,41.61,South,Mobile App,Completed
ORD-000754,2024-04-25,CUST-01239,Cotton T-Shirt,Clothing,2,18.92,0,37.84,West,Email,Completed
ORD-000321,2024-04-25,CUST-01965,Throw Blanket,Home & Kitchen,1,39.3,0,39.3,East,Email,Refunded
ORD-003111,2024-04-25,CUST-00470,Baseball Cap,Clothing,1,22.41,5,21.29,East,Email,Cancelled
ORD-003418,2024-04-25,CUST-01441,Face Moisturizer,Beauty,2,22.5,0,45.0,East,Website,Completed
ORD-002931,2024-04-25,CUST-01449,Lip Balm Set,Beauty,1,10.88,0,10.88,West,Mobile App,Completed
ORD-003209,2024-04-25,CUST-00138,Running Shoes,Clothing,1,69.73,20,55.78,Midwest,Website,Cancelled
ORD-000359,2024-04-25,CUST-01521,Sheet Mask Pack,Beauty,1,11.26,0,11.26,Midwest,Mobile App,Cancelled
ORD-001248,2024-04-25,CUST-01639,Baseball Cap,Clothing,2,18.28,0,36.56,East,Mobile App,Cancelled
ORD-000125,2024-04-25,CUST-00848,Lip Balm Set,Beauty,2,11.15,0,22.3,South,Mobile App,Cancelled
ORD-003347,2024-04-26,CUST-01151,Sunscreen SPF 50,Beauty,1,25.52,0,25.52,West,Email,Cancelled
ORD-003396,2024-04-26,CUST-01773,Scented Candle,Home & Kitchen,2,13.12,10,23.62,West,Website,Refunded
ORD-001587,2024-04-26,CUST-01400,Bluetooth Speaker,Electronics,3,41.03,5,116.94,South,Email,Completed
ORD-001431,2024-04-26,CUST-01617,USB-C Cable,Electronics,1,14.44,5,13.72,West,Website,Cancelled
ORD-000149,2024-04-26,CUST-01216,Cotton T-Shirt,Clothing,2,24.04,0,48.08,South,Marketplace,Cancelled
ORD-001646,2024-04-26,CUST-01827,Cotton T-Shirt,Clothing,1,23.6,10,21.24,West,Mobile App,Completed
ORD-002500,2024-04-26,CUST-02079,Sheet Mask Pack,Beauty,2,21.27,0,42.54,International,Mobile App,Completed
ORD-002377,2024-04-26,CUST-02003,Portable Charger,Electronics,2,29.58,5,56.2,West,Website,Completed
ORD-000179,2024-04-26,CUST-00325,Wireless Earbuds,Electronics,2,75.24,0,150.48,East,Mobile App,Cancelled
ORD-002569,2024-04-26,CUST-00347,Coffee Mug Set,Home & Kitchen,1,18.04,0,18.04,West,Website,Cancelled
ORD-002587,2024-04-26,CUST-01299,Throw Blanket,Home & Kitchen,2,42.73,0,85.46,West,Email,Completed
ORD-001392,2024-04-26,CUST-00478,Face Moisturizer,Beauty,2,35.32,0,70.64,West,Website,Completed
ORD-002346,2024-04-26,CUST-01024,Baseball Cap,Clothing,1,22.88,0,22.88,West,Website,Completed
ORD-000110,2024-04-26,CUST-01005,Running Shoes,Clothing,3,73.63,0,220.89,East,Mobile App,Completed
ORD-002684,2024-04-26,CUST-01299,Portable Charger,Electronics,1,40.72,20,32.58,East,Mobile App,Completed
ORD-001132,2024-04-26,CUST-00476,Plant Pot,Home & Kitchen,1,21.11,0,21.11,South,Email,Completed
ORD-001450,2024-04-26,CUST-01780,Sunscreen SPF 50,Beauty,2,18.98,10,34.16,South,Social Media,Completed
